ID,Asset Class,Equipment Classification,Radio Number,Make,Model,Description,Meter Type,Service Life by Age in Years,Service Life by Meter,Units Needed,Total Mileage.amt,Total Mileage.unit,Total Work Hours.amt,Total Work Hours.unit,Year,Department,Average Purchase Cost,Attached to,SAP_ID,Purchase Date,Total Cost,Manufactured Date,In Service Date,Deactivation on,Out of service,Condition Category,Annual Meter Average,Meter Based RSL in Years,Meter Based RSL Percentage.amt,Meter Based RSL Percentage.unit,Meter Based Condition Category,Age Based RSL in Years,Age Based RSL Percentage.amt,Age Based RSL Percentage.unit,Age Based Condition Category,Annual MR Average,MR Based RSL in Years,MR Based RSL in Percentage.amt,MR Based RSL in Percentage.unit,MR Based Condition Category
M80760,245,"FORD F-450, HELP TRUCK",HELP9,FORD,F450,"2017 FORD F-450, HELP TRUCK 9",Miles,8,250000,14,465677,mi,0,hr,2017,CAP,215000,,9000004976,,113838.93,42736,42783,,Yes,Critical,,,-86,%,Critical,-0.4,-5,%,Poor,,,34,%,Fair
M74718,529,DUMP TRAILERS,N/A,HBLT,TRLR,"HILBILT, 24FT DUMP TRAILER",Miles,10,125000,2,0,mi,,,2014,M05,15000,M74728,9000002216,,23714.57,,41624,,No,Critical,,,100,%,Excellent,0.5,4,%,Fair,,,-98,%,Critical
M72125,529,DUMP TRAILERS,N/A,HBLT,TRLR,HILBILT DUMP TRAILER,Miles,10,125000,2,0,mi,,,2012,M14,15000,,9000001918,,18952.32,,41205,,No,Critical,,,100,%,Excellent,-0.6,-5,%,Poor,,,-58,%,Critical
M65073,421,DOZER: TRACK,,KOMA,DOZE,"ANGLE DOZER, KOMATSU, 2006",Hours,12,7000,5,0,mi,799,hr,2006,M03,23200,,9000000833,,27236.3,38718,38837,,No,Critical,,,89,%,Excellent,-7.4,-62,%,Critical,,,-47,%,Poor
M65072,421,DOZER: TRACK,,KOMA,DOZE,"ANGLE DOZER, KOMATSU 2006",Hours,12,7000,5,0,mi,980,hr,2006,M11,23200,,9000000832,,23164.37,38718,38837,,No,Critical,,,86,%,Excellent,-7.4,-62,%,Critical,,,-25,%,Poor
M59441,421,DOZER: TRACK,N/A,CAT,CRWL,CATERPILLER CRAWLER TRACT,Hours,12,7000,5,0,mi,493,hr,2002,M11,23200,,9000000380,,47995.25,37257,37523,,No,Critical,,,93,%,Excellent,-11.4,-95,%,Critical,,,-159,%,Critical
M59440,421,DOZER: TRACK,,CAT,CRWL,CATERPILLAR CRAWLER TRACTOR- TRACKING FOUND PHOTO,Hours,12,7000,5,0,mi,127,hr,2002,CAP,23200,,9000000379,,54775.46,37257,37523,,Yes,Critical,,,98,%,Excellent,-11.4,-95,%,Critical,,,-195,%,Critical
M57040,421,DOZER: TRACK,,JD,CRWL,J.D. CRAWLER 555G,Hours,12,7000,5,0,mi,2074,hr,2001,M11,23200,,9000000304,,78162.28,36892,37145,,No,Critical,,,70,%,Good,-12.4,-103,%,Critical,,,-321,%,Critical
M58257,409,BACKHOE/LOADERS,,JD,310G,JOHN DEERE 310G BACKHOE,Hours,10,7000,2,2660,mi,3043,hr,2002,M08,190000,,9000000359,,43915.35,37257,37461,,No,Critical,,,57,%,Good,-13.4,-134,%,Critical,,,71,%,Good
M58255,409,BACKHOE/LOADERS,,JD,310G,BACK HOE F/END LOADER,Hours,10,7000,2,0,mi,3012,hr,2002,M03,190000,,9000000358,,46614.46,37257,37461,,No,Critical,,,57,%,Good,-13.4,-134,%,Critical,,,69,%,Good
M81744,120,AUTOS: SEDANS FORD HYBRID,PC-21,FORD,FUSN,2018 FORD FUSION HYBRID      POOL CAR 21,Miles,10,125000,16,41595,mi,0,hr,2017,HPR,45000,,9000005159,,5075.06,42736,,,No,Fair,,,67,%,Good,1.6,16,%,Fair,,,86,%,Excellent
M79655,120,AUTOS: SEDANS FORD HYBRID,963,FORD,FUSN,2017 FORD FUSION HYBRID       CALL # 963,Miles,10,125000,16,23418,mi,0,hr,2017,ADM,45000,,9000004722,,9531.78,42736,42585,,No,Fair,,,81,%,Excellent,1.6,16,%,Fair,,,74,%,Good
M79654,120,AUTOS: SEDANS FORD HYBRID,962,FORD,FUSN,2017 FORD FUSION HYBRID,Miles,10,125000,16,61252,mi,0,hr,2017,ADM,45000,,9000004721,,12110.31,42736,42585,,No,Fair,,,51,%,Good,1.6,16,%,Fair,,,66,%,Good
M75200,120,AUTOS: SEDANS FORD HYBRID,PC-05,FORD,FUSN,2014 HYBRID SEDEN 4DOOR,Miles,10,125000,16,58222,mi,0,hr,2014,ADM,45000,,9000002279,,16679.43,41640,,,No,Poor,,,53,%,Good,-1.4,-14,%,Poor,,,54,%,Good
M75199,120,AUTOS: SEDANS FORD HYBRID,K-06,FORD,FUSN,2014 SEDAN HYBRID 4 DR,Miles,10,125000,16,131976,mi,0,hr,2014,ADM,45000,,9000002278,,19074.81,41640,,,No,Poor,,,-6,%,Poor,-1.4,-14,%,Poor,,,47,%,Good
M73875,120,AUTOS: SEDANS FORD HYBRID,P-1,FORD,FUSN,FORD FUSION SE HEV    P-1,Miles,10,125000,16,81203,mi,0,hr,2013,HPR,45000,,9000002047,,17725.15,41275,41494,,No,Poor,,,35,%,Fair,-2.4,-24,%,Poor,,,51,%,Good
M73874,120,AUTOS: SEDANS FORD HYBRID,974,FORD,FUSN,FORD FUSION SE HEV      CALL# 974,Miles,10,125000,16,56238,mi,0,hr,2013,ADM,45000,,9000002046,,14327.6,41275,,,No,Poor,,,55,%,Good,-2.4,-24,%,Poor,,,60,%,Good
M73873,120,AUTOS: SEDANS FORD HYBRID,934,FORD,FUSN,FORD FUSION SE HEV      CALL# 934,Miles,10,125000,16,47986,mi,0,hr,2013,HPR,45000,,9000002045,,14486.06,41275,,,No,Poor,,,62,%,Good,-2.4,-24,%,Poor,,,60,%,Good
M73872,120,AUTOS: SEDANS FORD HYBRID,K-04,FORD,FUSN,FORD FUSION SE HEV         POOL  CAR  X - 02,Miles,10,125000,16,39149,mi,0,hr,2013,CAP,45000,,9000002044,,26939.29,41275,41494,,No,Poor,,,69,%,Good,-2.4,-24,%,Poor,,,25,%,Fair
M73871,120,AUTOS: SEDANS FORD HYBRID,K-05,FORD,FUSN,FORD FUSION SE HEV,Miles,10,125000,16,182833,mi,0,hr,2013,CAP,45000,,9000002043,,25337.24,41275,,,No,Poor,,,-46,%,Poor,-2.4,-24,%,Poor,,,30,%,Fair
M73870,120,AUTOS: SEDANS FORD HYBRID,X-03,FORD,FUSN,FORD FUSION SE HEV          POOL CAR  X-03,Miles,10,125000,16,63404,mi,0,hr,2013,HPR,45000,,9000002042,,16792.72,41275,41494,,No,Poor,,,49,%,Good,-2.4,-24,%,Poor,,,53,%,Good
M71674,120,AUTOS: SEDANS FORD HYBRID,PC-10,FORD,FUSN,Ford Fusion Hybrid  2012       POOL CAR 10,Miles,10,125000,16,109758,mi,0,hr,2012,HPR,45000,,9000001880,,23574.79,40909,40963,,No,Poor,,,12,%,Fair,-3.4,-34,%,Poor,,,35,%,Fair
M71673,120,AUTOS: SEDANS FORD HYBRID,K-05,FORD,FUSN,Ford Fusion Hybrid 2012       POOL CAR 16,Miles,10,125000,16,106313,mi,0,hr,2012,ADM,45000,,9000001879,,17649.01,40909,40963,,Yes,Poor,,,15,%,Fair,-3.4,-34,%,Poor,,,51,%,Good
M71671,120,AUTOS: SEDANS FORD HYBRID,K7,FORD,FUSN,Ford Fusion Hybrid,Miles,10,125000,16,118251,mi,0,hr,,ADM,45000,,9000001877,,14000.98,1,,,No,Critical,,,5,%,Fair,-115.4,-1154,%,Critical,,,61,%,Good
M71670,120,AUTOS: SEDANS FORD HYBRID,942,FORD,FUSN,Ford Fusion Hybrid       CALL # 942,Miles,10,125000,16,95828,mi,0,hr,2012,HPR,45000,,9000001876,,18895.41,40909,40963,,No,Poor,,,23,%,Fair,-3.4,-34,%,Poor,,,48,%,Good
M71667,120,AUTOS: SEDANS FORD HYBRID,935,FORD,FUSN,Ford Fusion Hybrid       CALL # 935,Miles,10,125000,16,91987,mi,0,hr,2012,ADM,45000,,9000001873,,11652.6,40909,,,No,Poor,,,26,%,Fair,-3.4,-34,%,Poor,,,68,%,Good
M72133,113,AUTOS: ELECTRIC VEHICLES,PC-EV1,MITS,MIEV,2012 MITSUBISHI ELECTRIC     PC-EV1,Miles,10,125000,5,17181,mi,0,hr,2012,HPR,55000,,10000003716,,2723.61,,,,No,Poor,,79.5,86,%,Excellent,-2.7,-27,%,Poor,,246.9,94,%,Excellent
M67699,112,AUTOMOBILES:SEDANS - POOL,PC-02,CHEV,IMPL,Chevy Impala 2009         POOL CAR 19,Miles,10,125000,4,118961,mi,0,hr,2008,CAP,30000,,9000001198,,32497.72,39448,39706,,No,Critical,,,5,%,Fair,-7.4,-74,%,Critical,,,-34,%,Poor
M67697,112,AUTOMOBILES:SEDANS - POOL,CW-04,CHEV,IMPL,Chevy Impala 2009,Miles,10,125000,4,65566,mi,0,hr,2008,CW,30000,,9000001196,,18021.24,39448,,,No,Critical,,,48,%,Good,-7.4,-74,%,Critical,,,25,%,Fair
M67694,112,AUTOMOBILES:SEDANS - POOL,965,CHEV,IMPL,Chevy Impala 2009         CALL # 965,Miles,10,125000,4,89353,mi,0,hr,2008,HPR,30000,,9000001193,,35999.12,39448,39706,,No,Critical,,,29,%,Fair,-7.4,-74,%,Critical,,,-50,%,Poor
M67698,110,AUTO:SEDANS-ASSIGNED,PC-13,CHEV,IMPL,Chevy Impala 2009         POOL CAR 13,Miles,10,125000,10,77160,mi,0,hr,2008,HPR,30000,,9000001197,,29851.73,39448,,,No,Critical,,,38,%,Fair,-7.4,-74,%,Critical,,,-24,%,Poor
M90920,483,ATTENUATORS TRAILER MOUNT,,Energy Absoption,SMT,TRAILER MOUNTED ATTENUATOR,Miles,10,125000,75,0,mi,,,2024,M16,30000,,9000008810,,859.14,,45657,,No,Excellent,,,100,%,Excellent,11.6,97,%,Excellent,,,96,%,Excellent
M90919,483,ATTENUATORS TRAILER MOUNT,,Energy Absoption,SMT,TRAILER MOUNTED ATTENUATOR,Miles,10,125000,75,0,mi,,,2024,M16,30000,,9000008809,,1565.38,,45657,,No,Excellent,,,100,%,Excellent,11.6,97,%,Excellent,,,93,%,Excellent
M90918,483,ATTENUATORS TRAILER MOUNT,,Energy Absoption,SMT,TRAILER MOUNTED ATTENUATOR,Miles,10,125000,75,0,mi,,,2024,M06,30000,,9000008808,,620.93,,45657,,No,Excellent,,,100,%,Excellent,11.6,97,%,Excellent,,,97,%,Excellent
M90917,483,ATTENUATORS TRAILER MOUNT,,Energy Absoption,SMT,TRAILER MOUNTED ATTENUATOR,Miles,10,125000,75,0,mi,,,2024,M08,30000,,9000008807,,388.71,,45657,,No,Excellent,,,100,%,Excellent,11.6,97,%,Excellent,,,98,%,Excellent
M90916,483,ATTENUATORS TRAILER MOUNT,,Energy Absoption,SMT,TRAILER MOUNTED ATTENUATOR,Miles,10,125000,75,0,mi,,,2024,M14,30000,,9000008806,,388.71,,45657,,No,Excellent,,,100,%,Excellent,11.6,97,%,Excellent,,,98,%,Excellent
M90915,483,ATTENUATORS TRAILER MOUNT,,Energy Absoption,SMT,TRAILER MOUNTED ATTENUATOR,Miles,10,125000,75,0,mi,,,2024,M04,30000,,9000008805,,1555.56,,45657,,No,Excellent,,,100,%,Excellent,11.6,97,%,Excellent,,,94,%,Excellent
M90914,483,ATTENUATORS TRAILER MOUNT,,Energy Absoption,SMT,TRAILER MOUNTED ATTENUATOR,Miles,10,125000,75,0,mi,,,2024,M08,30000,,9000008804,,339.8,,45657,,No,Excellent,,,100,%,Excellent,11.6,97,%,Excellent,,,99,%,Excellent
M90913,483,ATTENUATORS TRAILER MOUNT,,Energy Absoption,SMT,TRAILER MOUNTED ATTENUATOR,Miles,10,125000,75,0,mi,,,2024,M07,30000,,9000008803,,1230.12,,45657,,No,Excellent,,,100,%,Excellent,11.6,97,%,Excellent,,,95,%,Excellent
M90912,483,ATTENUATORS TRAILER MOUNT,,Energy Absoption,SMT,TRAILER MOUNTED ATTENUATOR,Miles,10,125000,75,0,mi,,,2024,M11,30000,,9000008802,,370.91,,45657,,No,Excellent,,,100,%,Excellent,11.6,97,%,Excellent,,,98,%,Excellent
M90911,483,ATTENUATORS TRAILER MOUNT,,Energy Absoption,SMT,TRAILER MOUNTED ATTENUATOR,Miles,10,125000,75,0,mi,,,2024,M01,30000,,9000008801,,1092.89,,45626,,No,Excellent,,,100,%,Excellent,11.5,96,%,Excellent,,,95,%,Excellent
M90910,483,ATTENUATORS TRAILER MOUNT,,Energy Absoption,SMT,TRAILER MOUNTED ATTENUATOR,Miles,10,125000,75,0,mi,,,2024,M01,30000,,9000008800,,956.84,,45626,,No,Excellent,,,100,%,Excellent,11.5,96,%,Excellent,,,96,%,Excellent
M90909,483,ATTENUATORS TRAILER MOUNT,,Energy Absoption,SMT,TRAILER MOUNTED ATTENUATOR,Miles,10,125000,75,0,mi,,,2024,M14,30000,,9000008799,,456.44,,45626,,No,Excellent,,,100,%,Excellent,11.5,96,%,Excellent,,,98,%,Excellent
M90908,483,ATTENUATORS TRAILER MOUNT,,Energy Absoption,SMT,TRAILER MOUNTED ATTENUATOR,Miles,10,125000,75,0,mi,,,2024,CSS,30000,M69802,9000008798,,611.96,,45626,,No,Excellent,,,100,%,Excellent,11.5,96,%,Excellent,,,97,%,Excellent
M90907,483,ATTENUATORS TRAILER MOUNT,,Energy Absoption,SMT,TRAILER MOUNTED ATTENUATOR,Miles,10,125000,75,0,mi,,,2024,M14,30000,,9000008797,,1319.98,,45626,,No,Excellent,,,100,%,Excellent,11.5,96,%,Excellent,,,95,%,Excellent
M90906,483,ATTENUATORS TRAILER MOUNT,,Energy Absoption,SMT,TRAILER MOUNTED ATTENUATOR,Miles,10,125000,75,0,mi,,,2024,M08,30000,,9000008796,,2785.83,,45626,,No,Excellent,,,100,%,Excellent,11.5,96,%,Excellent,,,89,%,Excellent
M90905,483,ATTENUATORS TRAILER MOUNT,,Energy Absoption,SMT,TRAILER MOUNTED ATTENUATOR,Miles,10,125000,75,0,mi,,,2024,M05,30000,,9000008795,,386.46,,45626,,No,Excellent,,,100,%,Excellent,11.5,96,%,Excellent,,,98,%,Excellent
M90904,483,ATTENUATORS TRAILER MOUNT,,Energy Absoption,SMT,TRAILER MOUNTED ATTENUATOR,Miles,10,125000,75,0,mi,,,2024,M12,30000,,9000008794,,425.34,,45626,,No,Excellent,,,100,%,Excellent,11.5,96,%,Excellent,,,98,%,Excellent
M87822,483,ATTENUATORS TRAILER MOUNT,,TRLR,TMA,"ATTENUATOR, TRAILER MNT",Miles,10,125000,75,0,mi,,,2021,M05,30000,,9000007468,,2840.82,,44469,,No,Good,,,100,%,Excellent,8.3,69,%,Good,,,88,%,Excellent
M87821,483,ATTENUATORS TRAILER MOUNT,,TRLR,TMA,"ATTENUATOR, TRAILER MNT",Miles,10,125000,75,0,mi,,,2021,M03,30000,,9000007467,,9267.01,,44469,,No,Good,,,100,%,Excellent,8.3,69,%,Good,,,62,%,Good
M87820,483,ATTENUATORS TRAILER MOUNT,CRASH,TRLR,TMA,"ATTENUATOR, TRAILER MNT",Miles,10,125000,75,0,mi,,,2021,M08,30000,,9000007466,,1005.9,,44469,,Yes,Good,,,100,%,Excellent,8.3,69,%,Good,,,97,%,Excellent
M87818,483,ATTENUATORS TRAILER MOUNT,,TRLR,TMA,"ATTENUATOR, TRAILER MNT",Miles,10,125000,75,0,mi,,,2021,M16,30000,,9000007464,,8969.32,,44469,,No,Good,,,100,%,Excellent,8.3,69,%,Good,,,63,%,Good
M87816,483,ATTENUATORS TRAILER MOUNT,,TRLR,TMA,"ATTENUATOR, TRAILER MNT",Miles,10,125000,75,1,mi,,,,M03,30000,,9000007462,,5241.14,,,,Yes,Good,,,100,%,Excellent,8.3,69,%,Good,,20.9,78,%,Good
M87815,483,ATTENUATORS TRAILER MOUNT,,TRLR,TMA,"ATTENUATOR, TRAILER MNT",Miles,10,125000,75,0,mi,,,2020,M06,30000,,9000007461,,4191.55,,44469,,No,Good,,,100,%,Excellent,8.3,69,%,Good,,,83,%,Excellent
M87814,483,ATTENUATORS TRAILER MOUNT,CRASH,TRLR,TMA,"ATTENUATOR, TRAILER MNT",Miles,10,125000,75,0,mi,,,2021,M03,30000,,9000007460,,2252.98,,44469,,No,Good,,,100,%,Excellent,8.3,69,%,Good,,,91,%,Excellent
M87813,483,ATTENUATORS TRAILER MOUNT,,TRLR,TMA,"ATTENUATOR, TRAILER MNT",Miles,10,125000,75,0,mi,,,2021,M01,30000,,9000007459,,5262.85,,44469,,No,Good,,,100,%,Excellent,8.3,69,%,Good,,,78,%,Good
M87811,483,ATTENUATORS TRAILER MOUNT,CRASH,TRLR,TMA,"ATTENUATOR, TRAILER MNT",Miles,10,125000,75,0,mi,,,2021,M03,30000,,9000007457,,4641,,44469,,No,Good,,,100,%,Excellent,8.3,69,%,Good,,,81,%,Excellent
M87810,483,ATTENUATORS TRAILER MOUNT,,TRLR,TMA,"ATTENUATOR, TRAILER MNT",Miles,10,125000,75,0,mi,,,2021,M05,30000,,9000007456,,4810.92,,44469,,No,Good,,,100,%,Excellent,8.3,69,%,Good,,,80,%,Excellent
M87809,483,ATTENUATORS TRAILER MOUNT,CRASH,TRLR,TMA,"ATTENUATOR, TRAILER MNT",Miles,10,125000,75,0,mi,,,2021,M05,30000,,9000007455,,7104.96,,44469,,No,Good,,,100,%,Excellent,8.3,69,%,Good,,,70,%,Good
M87808,483,ATTENUATORS TRAILER MOUNT,,TRLR,TMA,"ATTENUATOR, TRAILER MNT",Miles,10,125000,75,0,mi,,,2021,M08,30000,,9000007454,,6748.6,,44469,,No,Good,,,100,%,Excellent,8.3,69,%,Good,,,72,%,Good
M87296,483,ATTENUATORS TRAILER MOUNT,,,,TRAILER MOUNT ATTENUATOR (TMA) 21-4824R,Miles,10,125000,75,0,mi,,,2024,M14,30000,,10000032252,,2616.64,,45631,,No,Excellent,,,100,%,Excellent,11.5,96,%,Excellent,,,89,%,Excellent
M87247,483,ATTENUATORS TRAILER MOUNT,,Energy Absoption,SMT,Trailer Mounted Attenuator SAP 410018122 23-416,Miles,10,125000,75,0,mi,,,2024,M12,30000,,9000008248,,1230.6,,45504,,No,Excellent,,,100,%,Excellent,11.2,93,%,Excellent,,,95,%,Excellent
M87246,483,ATTENUATORS TRAILER MOUNT,,Energy Absoption,SMT,Trailer Mounted Attenuator,Miles,10,125000,75,0,mi,,,2024,M05,30000,,9000008247,,1232.24,,45504,,No,Excellent,,,100,%,Excellent,11.2,93,%,Excellent,,,95,%,Excellent
M87245,483,ATTENUATORS TRAILER MOUNT,,Energy Absoption,SMT,Trailer Mounted Attenuator,Miles,10,125000,75,0,mi,,,2024,M14,30000,,9000008413,,795.14,,45443,,No,Excellent,,,100,%,Excellent,11,92,%,Excellent,,,97,%,Excellent
M87244,483,ATTENUATORS TRAILER MOUNT,,Energy Absoption,SMT,Trailer Mounted Attenuator SAP 4100188122 23-0171,Miles,10,125000,75,0,mi,,,2024,M06,30000,,9000008412,,1609.17,,45443,,No,Excellent,,,100,%,Excellent,11,92,%,Excellent,,,93,%,Excellent
M87243,483,ATTENUATORS TRAILER MOUNT,,Energy Absoption,SMT,Trailer Mounted Attenuator,Miles,10,125000,75,0,mi,,,2024,M02,30000,,9000008411,,712.53,,45443,,No,Excellent,,,100,%,Excellent,11,92,%,Excellent,,,97,%,Excellent
M87242,483,ATTENUATORS TRAILER MOUNT,,Energy Absoption,SMT,Trailer Mounted Attenuator,Miles,10,125000,75,0,mi,,,2024,M03,30000,,9000008410,,1291.53,,45443,,No,Excellent,,,100,%,Excellent,11,92,%,Excellent,,,96,%,Excellent
M87241,483,ATTENUATORS TRAILER MOUNT,,Energy Absoption,SMT,Trailer Mounted Attenuator,Miles,10,125000,75,0,mi,,,2024,M03,30000,,9000008409,,1040.33,,45443,,No,Excellent,,,100,%,Excellent,11,92,%,Excellent,,,96,%,Excellent
M87240,483,ATTENUATORS TRAILER MOUNT,,Energy Absoption,SMT,Trailer Mounted Attenuator,Miles,10,125000,75,0,mi,,,2024,M02,30000,,9000008408,,853.5,,45443,,No,Excellent,,,100,%,Excellent,11,92,%,Excellent,,,96,%,Excellent
M87239,483,ATTENUATORS TRAILER MOUNT,,Energy Absoption,SMT,Trailer Mounted Attenuator,Miles,10,125000,75,0,mi,,,2024,M07,30000,,9000008407,,2332.19,,45443,,No,Excellent,,,100,%,Excellent,11,92,%,Excellent,,,90,%,Excellent
M87238,483,ATTENUATORS TRAILER MOUNT,,Energy Absoption,SMT,Trailer Mounted Attenuator,Miles,10,125000,75,0,mi,,,2024,M02,30000,,9000008406,,757.75,,45443,,No,Excellent,,,100,%,Excellent,11,92,%,Excellent,,,97,%,Excellent
M87237,483,ATTENUATORS TRAILER MOUNT,,Energy Absoption,SMT,Trailer Mounted Attenuator,Miles,10,125000,75,0,mi,,,2024,M12,30000,,9000008405,,879.21,,45429,,No,Excellent,,,100,%,Excellent,11,91,%,Excellent,,,96,%,Excellent
M87236,483,ATTENUATORS TRAILER MOUNT,,Energy Absoption,SMT,Trailer Mounted Attenuator,Miles,10,125000,75,0,mi,,,2024,M07,30000,,9000008404,,1327.67,,45443,,No,Excellent,,,100,%,Excellent,11,92,%,Excellent,,,94,%,Excellent
M87235,483,ATTENUATORS TRAILER MOUNT,,Energy Absoption,SMT,Trailer Mounted Attenuator,Miles,10,125000,75,0,mi,,,2023,M08,30000,,9000008236,,963.13,,45412,,No,Excellent,,,100,%,Excellent,10.9,91,%,Excellent,,,96,%,Excellent
M87234,483,ATTENUATORS TRAILER MOUNT,,Energy Absoption,SMT,Trailer Mounted Attenuator,Miles,10,125000,75,0,mi,,,2023,M05,30000,,9000008235,,906.26,,45412,,No,Excellent,,,100,%,Excellent,10.9,91,%,Excellent,,,96,%,Excellent
M87233,483,ATTENUATORS TRAILER MOUNT,,Energy Absoption,SMT,Trailer Mounted Attenuator,Miles,10,125000,75,0,mi,,,2023,M04,30000,,9000008234,,984.22,,45412,,No,Excellent,,,100,%,Excellent,10.9,91,%,Excellent,,,96,%,Excellent
M87232,483,ATTENUATORS TRAILER MOUNT,,Energy Absoption,SMT,Trailer Mounted Attenuator,Miles,10,125000,75,0,mi,,,2023,M08,30000,,9000008233,,1323.2,,45412,,No,Excellent,,,100,%,Excellent,10.9,91,%,Excellent,,,94,%,Excellent
M87231,483,ATTENUATORS TRAILER MOUNT,,Energy Absoption,SMT,Trailer Mounted Attenuator,Miles,10,125000,75,0,mi,,,2023,M07,30000,,9000008232,,1095.16,,45412,,No,Excellent,,,100,%,Excellent,10.9,91,%,Excellent,,,96,%,Excellent
M87230,483,ATTENUATORS TRAILER MOUNT,,Energy Absoption,SMT,Trailer Mounted Attenuator,Miles,10,125000,75,0,mi,,,2023,M04,30000,,9000008231,,2363.98,,45412,,No,Excellent,,,100,%,Excellent,10.9,91,%,Excellent,,,90,%,Excellent
M87229,483,ATTENUATORS TRAILER MOUNT,,Energy Absoption,SMT,Trailer Mounted Attenuator,Miles,10,125000,75,0,mi,,,2023,M02,30000,M87589,9000008230,,592.97,,45412,,No,Excellent,,,100,%,Excellent,10.9,91,%,Excellent,,,98,%,Excellent
M87228,483,ATTENUATORS TRAILER MOUNT,,Energy Absoption,SMT,Trailer Mounted Attenuator,Miles,10,125000,75,0,mi,,,2023,M02,30000,M82784,9000008229,,982.44,,45412,,No,Excellent,,,100,%,Excellent,10.9,91,%,Excellent,,,96,%,Excellent
M87227,483,ATTENUATORS TRAILER MOUNT,,Energy Absoption,SMT,Trailer Mounted Attenuator,Miles,10,125000,75,0,mi,,,2023,M01,30000,,9000008228,,2018.39,,45412,,No,Excellent,,,100,%,Excellent,10.9,91,%,Excellent,,,92,%,Excellent
M87226,483,ATTENUATORS TRAILER MOUNT,,Energy Absoption,SMT,Trailer Mounted Attenuator,Miles,10,125000,75,0,mi,,,2023,M04,30000,,9000008227,,1982.45,,45412,,No,Excellent,,,100,%,Excellent,10.9,91,%,Excellent,,,92,%,Excellent
M87225,483,ATTENUATORS TRAILER MOUNT,,Energy Absoption,SMT,Trailer Mounted Attenuator 4100188122 230171 23416,Miles,10,125000,75,0,mi,,,2023,M01,30000,,9000008226,,1742.77,,45412,,No,Excellent,,,100,%,Excellent,10.9,91,%,Excellent,,,93,%,Excellent
M87224,483,ATTENUATORS TRAILER MOUNT,,Energy Absoption,SMT,Trailer Mounted Attenuator,Miles,10,125000,75,0,mi,,,2024,M14,30000,,9000008225,,1826.63,,45412,,No,Excellent,,,100,%,Excellent,10.9,91,%,Excellent,,,92,%,Excellent
M81995,483,ATTENUATORS TRAILER MOUNT,,TRLR,TMA,TRAILER MOUNT ATTENATOR,Miles,10,125000,75,0,mi,,,2018,M11,30000,,9000005824,,14116.48,,43214,,No,Good,,,100,%,Excellent,5.6,47,%,Good,,,41,%,Good
M81994,483,ATTENUATORS TRAILER MOUNT,,TRLR,TMA,TRAILER MOUNT ATTENATOR,Miles,10,125000,75,0,mi,,,2018,M11,30000,,9000005833,,16042.34,,43465,,No,Fair,,,100,%,Excellent,5.6,47,%,Good,,,33,%,Fair
M81993,483,ATTENUATORS TRAILER MOUNT,,TRLR,TMA,TRAILER MOUNT ATTENATOR,Miles,10,125000,75,0,mi,,,2018,M08,30000,,9000005832,,13438.43,,43465,,No,Good,,,100,%,Excellent,5.6,47,%,Good,,,44,%,Good
M81991,483,ATTENUATORS TRAILER MOUNT,,TRLR,TMA,TRAILER MOUNT ATTENATOR,Miles,10,125000,75,0,mi,,,2018,M08,30000,,9000005830,,17333.54,,43465,,No,Fair,,,100,%,Excellent,5.6,47,%,Good,,,28,%,Fair
M81990,483,ATTENUATORS TRAILER MOUNT,,TRLR,TMA,TRAILER MOUNT ATTENATOR,Miles,10,125000,75,0,mi,,,2018,M03,30000,,9000005829,,28458.83,,43465,,No,Poor,,,100,%,Excellent,5.6,47,%,Good,,,-19,%,Poor
M81988,483,ATTENUATORS TRAILER MOUNT,,TRLR,TMA,TRAILER MOUNT ATTENATOR,Miles,10,125000,75,1,mi,,,,M16,30000,,9000005827,,23042.43,,,,Yes,Fair,,,100,%,Excellent,5.6,47,%,Good,,0.4,4,%,Fair
M81987,483,ATTENUATORS TRAILER MOUNT,,TRLR,TMA,TRAILER MOUNT ATTENATOR,Miles,10,125000,75,0,mi,,,2018,M14,30000,,9000005826,,26637.92,,43465,,No,Poor,,,100,%,Excellent,5.6,47,%,Good,,,-11,%,Poor
M81986,483,ATTENUATORS TRAILER MOUNT,SCORPION TMA,TRLR,TMA,TRAILER MOUNT ATTENATOR -,Miles,10,125000,75,0,mi,,,2018,M12,30000,,9000005825,,24198.15,,43465,,No,Poor,,,100,%,Excellent,5.6,47,%,Good,,,-1,%,Poor
M77588,483,ATTENUATORS TRAILER MOUNT,,TRLR,TMA,ATTENUATOR TRAIL MOUNT,Miles,10,125000,75,0,mi,,,2016,M07,30000,,9000002822,,24713.22,,42461,,No,Poor,,,100,%,Excellent,2.9,24,%,Fair,,,-3,%,Poor
M77587,483,ATTENUATORS TRAILER MOUNT,,TRLR,TMA,2016 ATTENUATOR 9000,Miles,10,125000,75,0,mi,,,2016,M16,30000,,9000002821,,21819.63,,42461,,No,Fair,,,100,%,Excellent,2.9,24,%,Fair,,,9,%,Fair
M71369,483,ATTENUATORS TRAILER MOUNT,TMA #3,TRLR,TMA,"ATTENUATOR, TRAILER MNT",Miles,10,125000,75,35,mi,,,,M11,30000,,9000001817,,21648.23,,40697,,No,Poor,,41655,100,%,Excellent,-2,-16,%,Poor,,1.9,10,%,Fair
