ID,Asset Class,Equipment Classification,Radio Number,Make,Model,Description,Meter Type,Service Life by Age in Years,Service Life by Meter,Units Needed,Total Mileage.amt,Total Mileage.unit,Total Work Hours.amt,Total Work Hours.unit,Year,Department,Average Purchase Cost,Attached to,SAP_ID,Purchase Date,Total Cost,Manufactured Date,In Service Date,Deactivation on,Out of service,Condition Category,Annual Meter Average,Meter Based RSL in Years,Meter Based RSL Percentage.amt,Meter Based RSL Percentage.unit,Meter Based Condition Category,Age Based RSL in Years,Age Based RSL Percentage.amt,Age Based RSL Percentage.unit,Age Based Condition Category,Annual MR Average,MR Based RSL in Years,MR Based RSL in Percentage.amt,MR Based RSL in Percentage.unit,MR Based Condition Category
M92306,201,TRUCK:PICKUP (FORD),,,,2023 Ford F-150,Miles,10,200000,69,25432,mi,739,hr,,M04,65000,,9000008097,,7467.06,,,,No,Excellent,,7,87,%,Excellent,9,90,%,Excellent,,7.7,86,%,Excellent
M92305,201,TRUCK:PICKUP (FORD),201,FORD,F150,2023 Ford F-150,Miles,10,200000,69,23329,mi,474,hr,2023,M02,65000,,9000008102,,8752.13,,,,No,Excellent,,7.7,88,%,Excellent,9,90,%,Excellent,,6.2,83,%,Excellent
M92304,201,TRUCK:PICKUP (FORD),401,,,2023 Ford F-150,Miles,10,200000,69,24175,mi,,,,M04,65000,,9000008096,,7360.91,,,,No,Excellent,,7.4,88,%,Excellent,9,90,%,Excellent,,7.6,86,%,Excellent
M92303,201,TRUCK:PICKUP (FORD),,,,2023 Ford F-150,Miles,10,200000,69,14271,mi,,,,M05,65000,,9000008100,,7797.32,,,,No,Excellent,,13.4,93,%,Excellent,9,90,%,Excellent,,7.1,85,%,Excellent
M92302,201,TRUCK:PICKUP (FORD),NEW 801,FORD F-150,F-150,2023 Ford F-150,Miles,10,200000,69,10185,mi,0,hr,2023,M08,65000,,9000008099,,9467.24,,,,No,Excellent,,18.6,95,%,Excellent,9,90,%,Excellent,,5.6,82,%,Excellent
M92301,201,TRUCK:PICKUP (FORD),NEW 1102,,,2023 Ford F-150,Miles,10,200000,69,29064,mi,,,,M11,65000,,9000008095,,6700.44,,,,No,Excellent,,6,86,%,Excellent,9,90,%,Excellent,,8.4,87,%,Excellent
m92300,201,TRUCK:PICKUP (FORD),1101,FORD,F-150,2023 Ford F-150,Miles,10,200000,69,26511,mi,,,2023,M11,65000,,9000008103,,12777.15,,,,No,Good,,9.5,87,%,Excellent,8.6,86,%,Excellent,,7.7,75,%,Good
M92299,201,TRUCK:PICKUP (FORD),301,FORD,F-150,2023 Ford F-150,Miles,10,200000,69,24832,mi,,,2023,M03,65000,,9000008101,,14534.8,,,,No,Good,,10,88,%,Excellent,8.6,86,%,Excellent,,6.4,72,%,Good
M92298,201,TRUCK:PICKUP (FORD),701,FORD,F-150,2023 Ford F-150,Miles,10,200000,69,32107,mi,,,2023,M07,65000,,9000008098,,12279.24,,,,No,Good,,7.5,84,%,Excellent,8.6,86,%,Excellent,,8.2,77,%,Good
M90944,201,TRUCK:PICKUP (FORD),RE-06,FORD F250,F250 UTILITY BOX,2024 FORD F350 SRV BODY 21-0099,Miles,10,200000,69,1608,mi,,,2024,RL2,65000,,9000008940,,5991.68,,,,Yes,Excellent,,40.8,99,%,Excellent,9.7,97,%,Excellent,,,88,%,Excellent
M90943,201,TRUCK:PICKUP (FORD),RE-05,FORD F250,F250 UTILITY BOX,2024 FORD F350  SRV BODY 21-0099,Miles,10,200000,69,3969,mi,,,2024,RL2,65000,,9000008939,,7828.15,,,,No,Excellent,,13.3,98,%,Excellent,9.7,97,%,Excellent,,,85,%,Excellent
M90942,201,TRUCK:PICKUP (FORD),RE-04,FORD,F250,2024 FORD F350  SRV BODY 21-0099,Miles,10,200000,69,4834,mi,,,2024,RL2,65000,,9000008938,,5960.06,,,,No,Excellent,,10.6,98,%,Excellent,9.7,97,%,Excellent,,,89,%,Excellent
M90941,201,TRUCK:PICKUP (FORD),RE-02,FORD F250,F250,2024 FORD F350  SRV BODY 21-0099,Miles,10,200000,69,2029,mi,,,2024,RL2,65000,,9000008937,,5600.2,,,,Yes,Excellent,,33.7,99,%,Excellent,9.7,97,%,Excellent,,,89,%,Excellent
M90940,201,TRUCK:PICKUP (FORD),H-97,FORD F-150,F-150 LIGHTNING,2023 FORD LIGHTNING F-150 24-416CMSBOSS4P63043,Miles,10,200000,69,133,mi,,,2024,CAP,65000,,9000008936,,4716.27,,45657,,Yes,Excellent,,626.5,100,%,Excellent,9.6,96,%,Excellent,,12.9,91,%,Excellent
M90939,201,TRUCK:PICKUP (FORD),CAG-01,FORD,F-150 LIGHTNING,2023 FORD LIGHTNING F-150 24-416CMSBOSS4P63043,Miles,10,200000,69,1236,mi,0,hr,2024,CAP,65000,,9000008935,,8892.83,,,,No,Excellent,,40.2,99,%,Excellent,9.7,97,%,Excellent,,,83,%,Excellent
M87285,201,TRUCK:PICKUP (FORD),,,,FORD F150 PICKP 2023,Miles,10,200000,69,24,mi,,,,CAP,65000,,9000008389,,2337.75,,,,Yes,Excellent,,4166.2,100,%,Excellent,9.5,95,%,Excellent,,26.5,96,%,Excellent
M87284,201,TRUCK:PICKUP (FORD),802,,,FORD F150 PICKP 2023,Miles,10,200000,69,24,mi,,,,CAP,65000,,9000008388,,552.1,,,,Yes,Excellent,,4166.2,100,%,Excellent,9.5,95,%,Excellent,,116.4,99,%,Excellent
M87283,201,TRUCK:PICKUP (FORD),1602,,,FORD F150 PICKP 2023,Miles,10,200000,69,5,mi,,,,CAP,65000,,9000008387,,1658.27,,,,Yes,Excellent,,19999.5,100,%,Excellent,9.5,95,%,Excellent,,38,97,%,Excellent
M87282,201,TRUCK:PICKUP (FORD),,,,FORD F150 PICKP 2023,Miles,10,200000,69,144,mi,,,,CAP,65000,,9000008386,,17409.59,,,,Yes,Good,,693.9,100,%,Excellent,9.5,95,%,Excellent,,2.5,67,%,Good
M87281,201,TRUCK:PICKUP (FORD),1202,FORD,F-150,FORD F150 PICKP 2023,Miles,10,200000,69,12009,mi,0,hr,2023,M12,65000,,9000008385,,33254.45,,,,No,Fair,,8.2,94,%,Excellent,9.5,95,%,Excellent,,0.7,36,%,Fair
M87280,201,TRUCK:PICKUP (FORD),,,,FORD F150 PICKP 2023,Miles,10,200000,69,0,mi,0,hr,,CAP,65000,,9000008384,,10298.81,,,,No,Excellent,,,100,%,Excellent,9.5,95,%,Excellent,,5.8,81,%,Excellent
M87279,201,TRUCK:PICKUP (FORD),502,FORD,F150,FORD F150 PICKP 2023,Miles,10,200000,69,13510,mi,,,2023,M05,65000,,9000008383,,33626.94,,,,No,Fair,,8.2,93,%,Excellent,9.4,94,%,Excellent,,0.7,35,%,Fair
M87278,201,TRUCK:PICKUP (FORD),NEW 202,,,FORD F150 PICKP 2023,Miles,10,200000,69,250,mi,,,,CAP,65000,,9000008382,,1576.17,,,,Yes,Excellent,,465.6,100,%,Excellent,9.4,94,%,Excellent,,40.1,97,%,Excellent
M87277,201,TRUCK:PICKUP (FORD),NEW 1401,,,FORD F150 PICKP 2023,Miles,10,200000,69,27,mi,,,,CAP,65000,,9000008381,,706.85,,,,Yes,Excellent,,4347.2,100,%,Excellent,9.4,94,%,Excellent,,90.5,99,%,Excellent
M87276,201,TRUCK:PICKUP (FORD),,,,FORD F150 PICKP 2023,Miles,10,200000,69,0,mi,0,hr,,CAP,65000,,9000008380,,0,,,,No,Excellent,,,100,%,Excellent,9.4,94,%,Excellent,,,100,%,Excellent
M87275,201,TRUCK:PICKUP (FORD),,,,FORD F150 PICKP 2023,Miles,10,200000,69,0,mi,0,hr,,CAP,65000,,9000008379,,0,,,,No,Excellent,,,100,%,Excellent,9.4,94,%,Excellent,,,100,%,Excellent
M81573,201,TRUCK:PICKUP (FORD),C-16,FORD,F250,2017 F250 PICK UP,Miles,10,200000,69,115604,mi,0,hr,2017,CRP,65000,M81573,9000005092,,50688.59,42736,43116,,No,Fair,,,42,%,Good,1.6,16,%,Fair,,,3,%,Fair
M81567,201,TRUCK:PICKUP (FORD),302,FORD,F150,2017 FORD PICK UP,Miles,10,200000,69,211933,mi,0,hr,2017,M03,65000,M81567,9000005091,,40782.94,42736,43090,,No,Poor,,,-6,%,Poor,1.6,16,%,Fair,,,22,%,Fair
M81566,201,TRUCK:PICKUP (FORD),802,FORD,F150,2017 FORD PICK UP,Miles,10,200000,69,174568,mi,0,hr,2017,M08,65000,M81566,9000005090,,28932.26,42736,43090,,No,Fair,,,13,%,Fair,1.6,16,%,Fair,,,45,%,Good
M81565,201,TRUCK:PICKUP (FORD),1602,FORD,F150,2017 FORD PICK UP,Miles,10,200000,69,210051,mi,0,hr,2017,CAP,65000,M81565,9000005089,,30291.93,42736,43090,,No,Poor,,,-5,%,Poor,1.6,16,%,Fair,,,42,%,Good
M77758,201,TRUCK:PICKUP (FORD),OLD 801,2016,FORD,FORD F150 PICK UP TRUCK,Miles,10,200000,69,192868,mi,0,hr,2016,CAP,65000,,9000002932,,40815.62,42370,42696,,Yes,Fair,,,4,%,Fair,0.6,6,%,Fair,,,22,%,Fair
M77757,201,TRUCK:PICKUP (FORD),702,FORD,F-150,FORD F150 PICK UP TRUCK,Miles,10,200000,69,232252,mi,0,hr,2016,M07,65000,M77757,9000002931,,51863.09,42370,42696,,No,Poor,,,-16,%,Poor,0.6,6,%,Fair,,,0,%,Fair
M77756,201,TRUCK:PICKUP (FORD),1606,FORD,F150,FORD F150 PICK UP TRUCK,Miles,10,200000,69,106630,mi,0,hr,2016,M16,65000,M77756,9000002930,,108771.36,42370,42696,,No,Critical,,,47,%,Good,0.6,6,%,Fair,,,-108,%,Critical
M77755,201,TRUCK:PICKUP (FORD),,FORD,F150,FORD F150 PICK UP TRUCK 2016,Miles,10,200000,69,229777,mi,0,hr,2016,CAP,65000,M77755,9000002929,,52278.27,42370,42696,,No,Poor,,,-15,%,Poor,0.6,6,%,Fair,,,-1,%,Poor
M77754,201,TRUCK:PICKUP (FORD),TR-06,FORD,F150,2016 FORD F150 PICK UP 4WD,Miles,10,200000,69,141306,mi,0,hr,2016,CAP,65000,M77754,9000002928,,40455.53,42370,42656,,Yes,Fair,,,29,%,Fair,0.6,6,%,Fair,,,22,%,Fair
M77753,201,TRUCK:PICKUP (FORD),TR-07,FORD,F150,2016 FORD F150 PICK UP 4WD,Miles,10,200000,69,164813,mi,0,hr,2016,CAP,65000,M77753,9000002927,,40374.19,42370,42656,,No,Fair,,,18,%,Fair,0.6,6,%,Fair,,,22,%,Fair
M77752,201,TRUCK:PICKUP (FORD),OLD 401,FORD,F150,2016 FORD F150 PICK UP 4WD,Miles,10,200000,69,193658,mi,0,hr,2016,CAP,65000,M77752,9000002926,,45020.96,42370,42656,,No,Fair,,,3,%,Fair,0.6,6,%,Fair,,,13,%,Fair
M77751,201,TRUCK:PICKUP (FORD),OLD 1402,FORD,F150,2016 FORD F150 PICK UP 4WD,Miles,10,200000,69,246958,mi,0,hr,2016,M14,65000,M77751,9000002925,,62607.38,42370,42656,,No,Poor,,,-23,%,Poor,0.6,6,%,Fair,,,-20,%,Poor
M77749,201,TRUCK:PICKUP (FORD),1201,FORD,F150,2016 FORD F150 PICK UP 4WD,Miles,10,200000,69,245724,mi,0,hr,2016,CAP,65000,M77749,9000002923,,33205.02,42370,42655,,No,Poor,,,-23,%,Poor,0.6,6,%,Fair,,,36,%,Fair
M77748,201,TRUCK:PICKUP (FORD),1202,FORD,F150,2016 FORD F150 PICK UP 4WD,Miles,10,200000,69,252482,mi,0,hr,2016,CAP,65000,M77748,9000002922,,37768.48,42370,42655,,No,Poor,,,-26,%,Poor,0.6,6,%,Fair,,,28,%,Fair
M77746,201,TRUCK:PICKUP (FORD),OLD 1400,FORD,F150,2016 FORD F150 PICK UP 4WD,Miles,10,200000,69,187491,mi,0,hr,2016,CAP,65000,M77746,9000002920,,87669.96,42370,42655,,No,Critical,,,6,%,Fair,0.6,6,%,Fair,,,-69,%,Critical
M74632,201,TRUCK:PICKUP (FORD),H-98,FORD,F250,2014 FORD F250 PICK UP,Miles,10,200000,69,22572,mi,0,hr,2014,HPR,65000,,9000002196,,63675.91,41640,41604,,Yes,Poor,,,89,%,Excellent,-1.4,-14,%,Poor,,,-22,%,Poor
M74501,201,TRUCK:PICKUP (FORD),1206,FORD,F150,2013 F-150 FORD PICK UP,Miles,10,200000,69,330181,mi,0,hr,2013,M12,65000,M74501,9000002087,,296243.55,41275,41604,,No,Critical,,,-65,%,Critical,-2.4,-24,%,Poor,,,-469,%,Critical
M74500,201,TRUCK:PICKUP (FORD),OLD 1102,FORD,F150,2013 F-150 FORD PICK UP,Miles,10,200000,69,264805,mi,0,hr,2013,CAP,65000,M74500,9000002086,41604,78547.68,41275,41604,,No,Critical,22861,-2.8,-32,%,Poor,-1.5,-15,%,Poor,10.07,-5.1,-51,%,Critical
M74498,201,TRUCK:PICKUP (FORD),601,FORD,F150,2013 F-150 FORD PICK UP,Miles,10,200000,69,269453,mi,0,hr,2013,CAP,65000,M74498,9000002084,,53586.16,41275,41604,,No,Poor,,,-35,%,Poor,-2.4,-24,%,Poor,,,-3,%,Poor
M74496,201,TRUCK:PICKUP (FORD),306,FORD,F150,2013 F-150 FORD PICK UP,Miles,10,200000,69,161035,mi,0,hr,2013,M03,65000,M74496,9000002082,,57660.74,41275,41604,,No,Poor,,,19,%,Fair,-2.4,-24,%,Poor,,,-11,%,Poor
M74495,201,TRUCK:PICKUP (FORD),TR-06,FORD,F150,2013 F-150 FORD PICK UP,Miles,10,200000,69,241527,mi,0,hr,2013,M11,65000,,9000002081,,63602.16,41275,41604,,No,Poor,,,-21,%,Poor,-2.4,-24,%,Poor,,,-22,%,Poor
M74494,201,TRUCK:PICKUP (FORD),1401,FORD,F150,2013 F-150 FORD PICK UP,Miles,10,200000,69,224620,mi,0,hr,2013,CAP,65000,M74494,9000002080,,58144.39,41275,41604,,No,Poor,,,-12,%,Poor,-2.4,-24,%,Poor,,,-11,%,Poor
M74493,201,TRUCK:PICKUP (FORD),501,FORD,F150,2013 F-150 FORD PICK UP,Miles,10,200000,69,335640,mi,0,hr,2013,CAP,65000,M74493,9000002079,,64507.41,41275,41604,,No,Critical,,,-68,%,Critical,-2.4,-24,%,Poor,,,-24,%,Poor
M74492,201,TRUCK:PICKUP (FORD),,FORD,F150,2013 F-150 FORD PICK UP,Miles,10,200000,69,226840,mi,0,hr,2013,CAP,65000,M74492,9000002078,,58878.83,41275,41604,,No,Poor,,,-13,%,Poor,-2.4,-24,%,Poor,,,-13,%,Poor
M74491,201,TRUCK:PICKUP (FORD),502,FORD,F150,2013 F-150 FORD PICK UP,Miles,10,200000,69,270500,mi,0,hr,2013,CAP,65000,M74491,9000002077,,54043.96,41275,41604,,No,Poor,,,-35,%,Poor,-2.4,-24,%,Poor,,,-4,%,Poor
M74490,201,TRUCK:PICKUP (FORD),602,FORD,F150,2013 F-150 FORD PICK UP,Miles,10,200000,69,190360,mi,0,hr,2013,CAP,65000,M74490,9000002076,,41949.39,41275,41604,,No,Poor,,,5,%,Fair,-2.4,-24,%,Poor,,,19,%,Fair
M74488,201,TRUCK:PICKUP (FORD),402,FORD,F150,2013 F-150 FORD PICK UP,Miles,10,200000,69,283478,mi,0,hr,2013,CAP,65000,M74488,9000002075,,52875.76,41275,41604,,No,Poor,,,-42,%,Poor,-2.4,-24,%,Poor,,,-2,%,Poor
M74487,201,TRUCK:PICKUP (FORD),TR-08,FORD,F150,2013 F-150 FORD PICK UP,Miles,10,200000,69,132036,mi,0,hr,2013,CAP,65000,M74487,9000002074,,34835.42,41275,41604,,No,Poor,,,34,%,Fair,-2.4,-24,%,Poor,,,33,%,Fair
M74486,201,TRUCK:PICKUP (FORD),Auction,FORD,F150,2013 F-150 FORD PICK UP,Miles,10,200000,69,147621,mi,0,hr,2013,CAP,65000,,9000002073,,70694.99,41275,41604,,No,Poor,,,26,%,Fair,-2.4,-24,%,Poor,,,-36,%,Poor
M74484,201,TRUCK:PICKUP (FORD),PC-30,FORD,F150,2013 F-150 FORD PICK UP     H-42,Miles,10,200000,69,130334,mi,0,hr,2013,HPR,65000,,9000002071,,22817.11,41275,41604,,No,Poor,,,35,%,Fair,-2.4,-24,%,Poor,,,56,%,Good
M69828,201,TRUCK:PICKUP (FORD),TR-07,FORD,F150,"Ford 150, 2010 4x4",Miles,10,200000,69,184169,mi,0,hr,2010,CAP,65000,M69828,9000001520,,54328.9,40179,40162,,No,Critical,,,8,%,Fair,-5.4,-54,%,Critical,,,-4,%,Poor
M68448,201,TRUCK:PICKUP (FORD),806,FORD,F250,2009 FORD F150 PICK UP,Miles,10,200000,69,101138,mi,8698,hr,2009,M08,65000,M68448,9000001283,,110634.54,39814,39811,,No,Critical,,,49,%,Good,-6.4,-64,%,Critical,,,-108,%,Critical
M67139,201,TRUCK:PICKUP (FORD),SS-02,FORD,F150,FORD F150 PICKUP 2007,Miles,10,200000,69,105528,mi,0,hr,2008,CSS,65000,M67139,9000001099,,91342.35,39448,39356,,No,Critical,,,47,%,Good,-7.4,-74,%,Critical,,,-76,%,Critical
M65784,201,TRUCK:PICKUP (FORD),1106,FORD,F250,"FORD F250 TRUCK, DENNISON CORP",Miles,10,200000,69,137088,mi,0,hr,2007,M11,65000,M65874,9000000896,,79888.8,39083,38990,,No,Critical,,,31,%,Fair,-8.4,-84,%,Critical,,,-53,%,Critical
M65783,201,TRUCK:PICKUP (FORD),706,FORD,F250,2007 FORD F250 PICKUP,Miles,10,200000,69,144710,mi,0,hr,2007,M07,65000,M65783,9000000895,,210468.39,39083,38990,,No,Critical,,,28,%,Fair,-8.4,-84,%,Critical,,,-305,%,Critical
M65782,201,TRUCK:PICKUP (FORD),606,FORD,F250,"FORD F250 TRUCK, PICKUP",Miles,10,200000,69,79880,mi,4428,hr,2007,M06,65000,M65782,9000000894,,55748.33,39083,38990,,No,Critical,,,60,%,Good,-8.4,-84,%,Critical,,,-7,%,Poor
M65173,201,TRUCK:PICKUP (FORD),C-27,FORD,F250,2007 FORD F250 PICK UP,Miles,10,200000,69,155539,mi,0,hr,2006,CRP,65000,M65173,9000000837,,60119,38718,38990,,Yes,Critical,,,22,%,Fair,-9.4,-94,%,Critical,,,-16,%,Poor
M60754,201,TRUCK:PICKUP (FORD),1406,FORD,F250,04 FORD F250 PICKUP TRUCK,Miles,10,200000,69,169081,mi,0,hr,2004,M14,65000,M60754,9000000449,,112643.87,37987,38153,,No,Critical,,,15,%,Fair,-11.4,-114,%,Critical,,,-117,%,Critical
M60752,201,TRUCK:PICKUP (FORD),506,FORD,F250,04 FORD F250 PICKUP TRUCK,Miles,10,200000,69,148803,mi,0,hr,2004,M05,65000,M60752,9000000448,,87183.63,37987,38153,,No,Critical,,,26,%,Fair,-11.4,-114,%,Critical,,,-67,%,Critical
M60751,201,TRUCK:PICKUP (FORD),406,FORD,F250,04 FORD F250 PICKUP TRUCK,Miles,10,200000,69,99953,mi,0,hr,2004,M04,65000,,9000000447,,87825.99,37987,38153,,No,Critical,,,50,%,Good,-11.4,-114,%,Critical,,,-69,%,Critical
M60750,201,TRUCK:PICKUP (FORD),206,FORD,F250,04 FORD F250 PICKUP TRUCK,Miles,10,200000,69,165897,mi,0,hr,2004,M02,65000,M60750,9000000446,,88928.3,37987,38153,,No,Critical,,,17,%,Fair,-11.4,-114,%,Critical,,,-71,%,Critical
M81746,219,TRUCK:MINI VAN (FORD),R-13,FORD,TRAN,2017 FORD MINI VAN,Miles,10,125000,2,153136,mi,0,hr,2017,P99,53000,,9000005161,,14617.37,42736,43130,,No,Poor,,,-23,%,Poor,1.6,16,%,Fair,,,66,%,Good
M81745,219,TRUCK:MINI VAN (FORD),R-19,FORD,TRAN,2017 FORD MINI VAN,Miles,10,125000,2,66760,mi,0,hr,2017,IT,53000,M81745,9000005160,,14977.6,42736,43130,,No,Fair,,,47,%,Good,1.6,16,%,Fair,,,65,%,Good
M88949,220,TRUCK:MINI VAN (CHRY),C-39,CHRY,Pacifica,2024 CHRYSLER PACIFICA 7 PASSENGER MINIVAN,Miles,10,125000,33,6301,mi,,,2024,P19,53000,,9000008587,,4305.81,,,,No,Excellent,,13,95,%,Excellent,9.3,93,%,Excellent,,11.1,90,%,Excellent
M88948,220,TRUCK:MINI VAN (CHRY),C-36,,,2024 CHRYSLER PACIFICA 7 PASSENGER MINIVAN,Miles,10,125000,33,7078,mi,,,,P17,53000,,9000008586,,3410.69,,,,Yes,Excellent,,11.5,94,%,Excellent,9.3,93,%,Excellent,,14.3,92,%,Excellent
M88947,220,TRUCK:MINI VAN (CHRY),T-33,CHRY,Pacifica,2024 CHRYSLER PACIFICA 7 PASSENGER MINIVAN,Miles,10,125000,33,8837,mi,,,2024,P41,53000,,9000008585,,4437.16,,,,No,Excellent,,8.8,93,%,Excellent,9.3,93,%,Excellent,,10.7,90,%,Excellent
M88946,220,TRUCK:MINI VAN (CHRY),PD-05,,,2024 CHRYSLER PACIFICA 7 PASSENGER MINIVAN,Miles,10,125000,33,5448,mi,,,,DIS,53000,,9000008584,,4388.19,,,,No,Excellent,,16.5,96,%,Excellent,9.2,92,%,Excellent,,10.8,90,%,Excellent
M88945,220,TRUCK:MINI VAN (CHRY),PD-02,CHRY,PACIFICA,2024 CHRYSLER PACIFICA 7 PASSENGER MINIVAN,Miles,10,125000,33,6506,mi,,,2024,DIS,53000,,9000008583,,3396.91,,,,No,Excellent,,13.7,95,%,Excellent,9.2,92,%,Excellent,,14.4,92,%,Excellent
M88944,220,TRUCK:MINI VAN (CHRY),C-40,,,2024 CHRYSLER PACIFICA 7 PASSENGER MINIVAN,Miles,10,125000,33,3820,mi,,,,M01,53000,,9000008582,,5905.22,,,,No,Excellent,,23.8,97,%,Excellent,9.2,92,%,Excellent,,7.7,86,%,Excellent
M81475,220,TRUCK:MINI VAN (CHRY),Unassigned,DODG,CARV,2017 DODGE CARAVAN,Miles,10,125000,33,111363,mi,0,hr,2017,ADM,53000,,9000005084,,11416.31,42736,42991,,No,Fair,,,11,%,Fair,1.6,16,%,Fair,,,73,%,Good
M77366,220,TRUCK:MINI VAN (CHRY),ITS-3,DODG,CARV,2016 DODGE GRAND CARAVAN,Miles,10,125000,33,127712,mi,0,hr,2016,P99,53000,,9000002792,,21659.73,42370,42404,,Yes,Poor,,,-2,%,Poor,0.6,6,%,Fair,,,49,%,Good
M77365,220,TRUCK:MINI VAN (CHRY),C-37,DODG,CARV,2016 DODGE GRAND CARAVAN,Miles,10,125000,33,86820,mi,0,hr,2016,M05,53000,,9000002791,,14761.73,42370,42404,,No,Fair,,,31,%,Fair,0.6,6,%,Fair,,,65,%,Good
M77364,220,TRUCK:MINI VAN (CHRY),C-33,DODG,CARV,2016 DODGE GRAND CARAVAN,Miles,10,125000,33,109357,mi,0,hr,2016,M16,53000,M77364,9000002790,,11221.47,42370,42404,,No,Fair,,,13,%,Fair,0.6,6,%,Fair,,,74,%,Good
M77363,220,TRUCK:MINI VAN (CHRY),T-35,DODG,CARV,2016 DODGE GRAND CARAVAN,Miles,10,125000,33,200660,mi,0,hr,2016,M11,53000,M77363,9000002789,,28388.91,42370,,,No,Critical,,,-61,%,Critical,0.6,6,%,Fair,,,33,%,Fair
M75088,220,TRUCK:MINI VAN (CHRY),ITS-2,DODG,CARV,2014 DODGE CARAVAN,Miles,10,125000,33,108752,mi,0,hr,2014,CAP,53000,,9000002270,,19766.36,41640,41807,,No,Poor,,,13,%,Fair,-1.4,-14,%,Poor,,,53,%,Good
M75087,220,TRUCK:MINI VAN (CHRY),R30,DODG,CARV,2014 DODGE CARAVAN,Miles,10,125000,33,56100,mi,0,hr,2014,CMS,53000,,9000002269,,14010.02,41640,,,No,Poor,,,55,%,Good,-1.4,-14,%,Poor,,,67,%,Good
M75085,220,TRUCK:MINI VAN (CHRY),C-05,DODG,CARV,2014 DODGE CARAVAN       CALL #  C-05,Miles,10,125000,33,160011,mi,0,hr,2014,ADM,53000,,9000002267,,26706.82,41640,41807,,Yes,Poor,,,-28,%,Poor,-1.4,-14,%,Poor,,,37,%,Fair
M75084,220,TRUCK:MINI VAN (CHRY),C-35,DODG,CARV,2014 DODGE CARAVAN       CALL # 35,Miles,10,125000,33,140619,mi,0,hr,2014,ADM,53000,,9000002266,,17402.53,41640,41807,,No,Poor,,,-12,%,Poor,-1.4,-14,%,Poor,,,59,%,Good
M75082,220,TRUCK:MINI VAN (CHRY),IPASS2,DODG,CARV,2014 DODGE CARAVAN       CALL # IPASS2,Miles,10,125000,33,99841,mi,0,hr,2014,ADM,53000,,9000002264,,22801.45,41640,,,No,Poor,,,20,%,Fair,-1.4,-14,%,Poor,,,46,%,Good
M75081,220,TRUCK:MINI VAN (CHRY),IPASS1,DODG,CARV,2014 DODGE CARAVAN,Miles,10,125000,33,95080,mi,0,hr,2014,ADM,53000,,9000002263,,19247.08,41640,,,No,Poor,,,24,%,Fair,-1.4,-14,%,Poor,,,55,%,Good
M73868,220,TRUCK:MINI VAN (CHRY),C-07,DODG,CARV,DODGE 2013 CARAVAN        CALL# C-07,Miles,10,125000,33,120064,mi,0,hr,2013,P99,53000,,9000002041,,20332.43,41275,41550,,No,Poor,,,4,%,Fair,-2.4,-24,%,Poor,,,52,%,Good
M73059,220,TRUCK:MINI VAN (CHRY),,DODG,CARV,DODGE 2013 CARAVAN,Miles,10,125000,33,82715,mi,0,hr,2013,CAP,53000,,9000001988,,13007.82,41275,41403,,No,Poor,,,34,%,Fair,-2.4,-24,%,Poor,,,69,%,Good
M73057,220,TRUCK:MINI VAN (CHRY),C-45,DODG,CARV,DODGE 2013 CARAVAN       CALL # 45,Miles,10,125000,33,84462,mi,0,hr,2013,ADM,53000,,9000001987,,16066.79,41275,41403,,No,Poor,,,32,%,Fair,-2.4,-24,%,Poor,,,62,%,Good
M71521,220,TRUCK:MINI VAN (CHRY),C-38,DODG,CARV,"Dodge Grand Caravan, 2011     CALL # 38",Miles,10,125000,33,117942,mi,0,hr,2011,ADM,53000,,9000001860,,30737.09,40544,40788,,No,Poor,,,6,%,Fair,-4.4,-44,%,Poor,,,28,%,Fair
M71520,220,TRUCK:MINI VAN (CHRY),C-41,DODG,CARV,2011 DODGE CARAVAN       CALL # 41,Miles,10,125000,33,124157,mi,0,hr,2011,ADM,53000,,9000001859,,24953.06,40544,40788,,No,Poor,,,1,%,Fair,-4.4,-44,%,Poor,,,41,%,Good
M71519,220,TRUCK:MINI VAN (CHRY),C-49,DODG,CARV,"Dodge Grand Caravan, 2011     CALL # 49",Miles,10,125000,33,136530,mi,0,hr,2011,ADM,53000,,9000001858,,28685.76,40544,40788,,No,Poor,,,-9,%,Poor,-4.4,-44,%,Poor,,,32,%,Fair
M71518,220,TRUCK:MINI VAN (CHRY),C-46,DODG,CARV,"Dodge Grand Caravan, 2011     CALL # 46",Miles,10,125000,33,72348,mi,0,hr,2011,ADM,53000,,9000001857,,27904.69,40544,40788,,No,Poor,,,42,%,Good,-4.4,-44,%,Poor,,,34,%,Fair
M71517,220,TRUCK:MINI VAN (CHRY),R-12,DODG,CARV,DODGE GRAND CARAVAN 2011,Miles,10,125000,33,165143,mi,0,hr,2011,M05,53000,M71517,9000001856,,38389.81,40544,40788,,Yes,Poor,,,-32,%,Poor,-4.4,-44,%,Poor,,,9,%,Fair
M71516,220,TRUCK:MINI VAN (CHRY),C-42,DODG,CARV,"Dodge Grand Caravan, 2011     CALL # 42",Miles,10,125000,33,156132,mi,0,hr,2011,ADM,53000,,9000001855,,30358.91,40544,40788,,No,Poor,,,-25,%,Poor,-4.4,-44,%,Poor,,,28,%,Fair
